,brand,lang,type,count,year,month
502,GLOBEXCORPORATION,DK,parameter,1,2014,11
503,GLOBEXCORPORATION,DK,program,1,2014,11
504,GLOBEXCORPORATION,DK,sound,912,2014,11
505,GLOBEXCORPORATION,DK,video,665,2014,11
506,GLOBEXCORPORATION,DK,article,574,2014,12
507,GLOBEXCORPORATION,DK,edition,257,2014,12
508,GLOBEXCORPORATION,DK,infographic,4,2014,12
509,GLOBEXCORPORATION,DK,link,28,2014,12
510,GLOBEXCORPORATION,DK,multimedia,84,2014,12
511,GLOBEXCORPORATION,DK,parameter,2,2014,12
512,GLOBEXCORPORATION,DK,sound,946,2014,12
513,GLOBEXCORPORATION,DK,video,695,2014,12
514,GLOBEXCORPORATION,DK,article,609,2015,01
515,GLOBEXCORPORATION,DK,edition,189,2015,01
516,GLOBEXCORPORATION,DK,frontpage,1,2015,01
517,GLOBEXCORPORATION,DK,infographic,4,2015,01
518,GLOBEXCORPORATION,DK,link,30,2015,01
519,GLOBEXCORPORATION,DK,multimedia,109,2015,01
520,GLOBEXCORPORATION,DK,program,1,2015,01
521,GLOBEXCORPORATION,DK,sound,947,2015,01
522,GLOBEXCORPORATION,DK,video,653,2015,01
523,GLOBEXCORPORATION,DK,article,532,2015,02
524,GLOBEXCORPORATION,DK,author,1,2015,02
525,GLOBEXCORPORATION,DK,edition,248,2015,02
526,GLOBEXCORPORATION,DK,link,21,2015,02
527,GLOBEXCORPORATION,DK,multimedia,73,2015,02
528,GLOBEXCORPORATION,DK,program,2,2015,02
529,GLOBEXCORPORATION,DK,sound,858,2015,02
530,GLOBEXCORPORATION,DK,video,705,2015,02
531,GLOBEXCORPORATION,DK,article,579,2015,03
532,GLOBEXCORPORATION,DK,edition,261,2015,03
533,GLOBEXCORPORATION,DK,link,28,2015,03
534,GLOBEXCORPORATION,DK,multimedia,80,2015,03
535,GLOBEXCORPORATION,DK,sound,946,2015,03
536,GLOBEXCORPORATION,DK,video,763,2015,03
537,GLOBEXCORPORATION,DK,article,564,2015,04
538,GLOBEXCORPORATION,DK,author,2,2015,04
539,GLOBEXCORPORATION,DK,edition,259,2015,04
540,GLOBEXCORPORATION,DK,infographic,3,2015,04
541,GLOBEXCORPORATION,DK,link,28,2015,04
542,GLOBEXCORPORATION,DK,multimedia,50,2015,04
543,GLOBEXCORPORATION,DK,sound,926,2015,04
544,GLOBEXCORPORATION,DK,video,769,2015,04
545,GLOBEXCORPORATION,DK,article,612,2015,05
546,GLOBEXCORPORATION,DK,edition,260,2015,05
547,GLOBEXCORPORATION,DK,infographic,1,2015,05
548,GLOBEXCORPORATION,DK,link,28,2015,05
549,GLOBEXCORPORATION,DK,multimedia,129,2015,05
550,GLOBEXCORPORATION,DK,parameter,1,2015,05
551,GLOBEXCORPORATION,DK,sound,949,2015,05
552,GLOBEXCORPORATION,DK,video,807,2015,05
553,GLOBEXCORPORATION,DK,article,593,2015,06
554,GLOBEXCORPORATION,DK,edition,262,2015,06
555,GLOBEXCORPORATION,DK,frontpage,1,2015,06
556,GLOBEXCORPORATION,DK,link,21,2015,06
557,GLOBEXCORPORATION,DK,multimedia,85,2015,06
558,GLOBEXCORPORATION,DK,sound,923,2015,06
559,GLOBEXCORPORATION,DK,video,755,2015,06
560,GLOBEXCORPORATION,DK,article,617,2015,07
561,GLOBEXCORPORATION,DK,author,1,2015,07
562,GLOBEXCORPORATION,DK,edition,247,2015,07
563,GLOBEXCORPORATION,DK,link,28,2015,07
564,GLOBEXCORPORATION,DK,multimedia,61,2015,07
565,GLOBEXCORPORATION,DK,parameter,1,2015,07
566,GLOBEXCORPORATION,DK,sound,955,2015,07
567,GLOBEXCORPORATION,DK,video,771,2015,07
568,GLOBEXCORPORATION,DK,article,582,2015,08
569,GLOBEXCORPORATION,DK,author,1,2015,08
570,GLOBEXCORPORATION,DK,edition,156,2015,08
571,GLOBEXCORPORATION,DK,link,27,2015,08
572,GLOBEXCORPORATION,DK,multimedia,73,2015,08
573,GLOBEXCORPORATION,DK,parameter,3,2015,08
574,GLOBEXCORPORATION,DK,sound,954,2015,08
575,GLOBEXCORPORATION,DK,video,988,2015,08
576,GLOBEXCORPORATION,DK,article,610,2015,09
577,GLOBEXCORPORATION,DK,edition,277,2015,09
578,GLOBEXCORPORATION,DK,infographic,1,2015,09
579,GLOBEXCORPORATION,DK,link,24,2015,09
580,GLOBEXCORPORATION,DK,multimedia,57,2015,09
581,GLOBEXCORPORATION,DK,sound,926,2015,09
582,GLOBEXCORPORATION,DK,video,1698,2015,09
583,GLOBEXCORPORATION,DK,article,606,2015,10
584,GLOBEXCORPORATION,DK,edition,284,2015,10
585,GLOBEXCORPORATION,DK,infographic,1,2015,10
586,GLOBEXCORPORATION,DK,link,30,2015,10
587,GLOBEXCORPORATION,DK,multimedia,72,2015,10
588,GLOBEXCORPORATION,DK,sound,956,2015,10
589,GLOBEXCORPORATION,DK,video,1759,2015,10
590,GLOBEXCORPORATION,DK,article,557,2015,11
591,GLOBEXCORPORATION,DK,edition,223,2015,11
592,GLOBEXCORPORATION,DK,frontpage,1,2015,11
593,GLOBEXCORPORATION,DK,infographic,1,2015,11
594,GLOBEXCORPORATION,DK,link,30,2015,11
595,GLOBEXCORPORATION,DK,multimedia,94,2015,11
596,GLOBEXCORPORATION,DK,program,1,2015,11
597,GLOBEXCORPORATION,DK,sound,930,2015,11
598,GLOBEXCORPORATION,DK,video,1586,2015,11
599,GLOBEXCORPORATION,DK,article,582,2015,12
600,GLOBEXCORPORATION,DK,edition,286,2015,12
601,GLOBEXCORPORATION,DK,infographic,1,2015,12
602,GLOBEXCORPORATION,DK,link,33,2015,12
603,GLOBEXCORPORATION,DK,multimedia,58,2015,12
604,GLOBEXCORPORATION,DK,parameter,1,2015,12
605,GLOBEXCORPORATION,DK,sound,964,2015,12
606,GLOBEXCORPORATION,DK,video,1633,2015,12
607,GLOBEXCORPORATION,DK,article,538,2016,01
608,GLOBEXCORPORATION,DK,edition,283,2016,01
609,GLOBEXCORPORATION,DK,infographic,1,2016,01
610,GLOBEXCORPORATION,DK,link,25,2016,01
611,GLOBEXCORPORATION,DK,multimedia,58,2016,01
612,GLOBEXCORPORATION,DK,parameter,1,2016,01
613,GLOBEXCORPORATION,DK,sound,953,2016,01
614,GLOBEXCORPORATION,DK,video,1551,2016,01
615,GLOBEXCORPORATION,DK,article,558,2016,02
616,GLOBEXCORPORATION,DK,edition,258,2016,02
617,GLOBEXCORPORATION,DK,infographic,2,2016,02
618,GLOBEXCORPORATION,DK,link,33,2016,02
619,GLOBEXCORPORATION,DK,multimedia,60,2016,02
620,GLOBEXCORPORATION,DK,slideshow,1,2016,02
621,GLOBEXCORPORATION,DK,sound,897,2016,02
622,GLOBEXCORPORATION,DK,video,1716,2016,02
623,GLOBEXCORPORATION,DK,article,599,2016,03
624,GLOBEXCORPORATION,DK,edition,266,2016,03
625,GLOBEXCORPORATION,DK,link,28,2016,03
626,GLOBEXCORPORATION,DK,multimedia,72,2016,03
627,GLOBEXCORPORATION,DK,program,1,2016,03
628,GLOBEXCORPORATION,DK,sound,984,2016,03
629,GLOBEXCORPORATION,DK,video,2083,2016,03
630,GLOBEXCORPORATION,DK,article,567,2016,04
631,GLOBEXCORPORATION,DK,edition,304,2016,04
632,GLOBEXCORPORATION,DK,link,25,2016,04
633,GLOBEXCORPORATION,DK,multimedia,81,2016,04
634,GLOBEXCORPORATION,DK,program,1,2016,04
635,GLOBEXCORPORATION,DK,sound,1069,2016,04
636,GLOBEXCORPORATION,DK,video,2041,2016,04
637,GLOBEXCORPORATION,DK,article,632,2016,05
638,GLOBEXCORPORATION,DK,edition,314,2016,05
639,GLOBEXCORPORATION,DK,infographic,2,2016,05
640,GLOBEXCORPORATION,DK,link,28,2016,05
641,GLOBEXCORPORATION,DK,multimedia,112,2016,05
642,GLOBEXCORPORATION,DK,parameter,1,2016,05
643,GLOBEXCORPORATION,DK,slideshow,12,2016,05
644,GLOBEXCORPORATION,DK,sound,1231,2016,05
645,GLOBEXCORPORATION,DK,video,2178,2016,05
646,GLOBEXCORPORATION,DK,article,640,2016,06
647,GLOBEXCORPORATION,DK,edition,240,2016,06
648,GLOBEXCORPORATION,DK,link,25,2016,06
649,GLOBEXCORPORATION,DK,multimedia,150,2016,06
650,GLOBEXCORPORATION,DK,slideshow,1,2016,06
651,GLOBEXCORPORATION,DK,sound,1190,2016,06
652,GLOBEXCORPORATION,DK,video,2002,2016,06
653,GLOBEXCORPORATION,DK,article,588,2016,07
654,GLOBEXCORPORATION,DK,edition,235,2016,07
655,GLOBEXCORPORATION,DK,link,24,2016,07
656,GLOBEXCORPORATION,DK,multimedia,117,2016,07
657,GLOBEXCORPORATION,DK,page,1,2016,07
658,GLOBEXCORPORATION,DK,slideshow,3,2016,07
659,GLOBEXCORPORATION,DK,sound,1217,2016,07
660,GLOBEXCORPORATION,DK,video,2038,2016,07
661,GLOBEXCORPORATION,DK,article,516,2016,08
662,GLOBEXCORPORATION,DK,edition,218,2016,08
663,GLOBEXCORPORATION,DK,link,23,2016,08
664,GLOBEXCORPORATION,DK,multimedia,70,2016,08
665,GLOBEXCORPORATION,DK,parameter,2,2016,08
666,GLOBEXCORPORATION,DK,sound,1221,2016,08
667,GLOBEXCORPORATION,DK,video,2118,2016,08
668,GLOBEXCORPORATION,DK,article,559,2016,09
669,GLOBEXCORPORATION,DK,edition,280,2016,09
670,GLOBEXCORPORATION,DK,link,22,2016,09
671,GLOBEXCORPORATION,DK,multimedia,78,2016,09
672,GLOBEXCORPORATION,DK,slideshow,2,2016,09
673,GLOBEXCORPORATION,DK,sound,1189,2016,09
674,GLOBEXCORPORATION,DK,video,2014,2016,09
675,GLOBEXCORPORATION,DK,article,584,2016,10
676,GLOBEXCORPORATION,DK,edition,278,2016,10
677,GLOBEXCORPORATION,DK,link,16,2016,10
678,GLOBEXCORPORATION,DK,multimedia,117,2016,10
679,GLOBEXCORPORATION,DK,page,3,2016,10
680,GLOBEXCORPORATION,DK,sound,1216,2016,10
681,GLOBEXCORPORATION,DK,video,2281,2016,10
682,GLOBEXCORPORATION,DK,article,656,2016,11
683,GLOBEXCORPORATION,DK,edition,291,2016,11
684,GLOBEXCORPORATION,DK,infographic,1,2016,11
685,GLOBEXCORPORATION,DK,link,24,2016,11
686,GLOBEXCORPORATION,DK,multimedia,125,2016,11
687,GLOBEXCORPORATION,DK,parameter,1,2016,11
688,GLOBEXCORPORATION,DK,sound,1180,2016,11
689,GLOBEXCORPORATION,DK,video,2525,2016,11
690,GLOBEXCORPORATION,DK,article,594,2016,12
691,GLOBEXCORPORATION,DK,author,1,2016,12
692,GLOBEXCORPORATION,DK,edition,264,2016,12
693,GLOBEXCORPORATION,DK,infographic,2,2016,12
694,GLOBEXCORPORATION,DK,link,25,2016,12
695,GLOBEXCORPORATION,DK,multimedia,125,2016,12
696,GLOBEXCORPORATION,DK,parameter,2,2016,12
697,GLOBEXCORPORATION,DK,slideshow,2,2016,12
698,GLOBEXCORPORATION,DK,sound,1220,2016,12
699,GLOBEXCORPORATION,DK,video,2320,2016,12
700,GLOBEXCORPORATION,DK,article,647,2017,01
701,GLOBEXCORPORATION,DK,author,1,2017,01
702,GLOBEXCORPORATION,DK,edition,285,2017,01
703,GLOBEXCORPORATION,DK,infographic,23,2017,01
704,GLOBEXCORPORATION,DK,link,22,2017,01
705,GLOBEXCORPORATION,DK,multimedia,119,2017,01
706,GLOBEXCORPORATION,DK,parameter,1,2017,01
707,GLOBEXCORPORATION,DK,sound,1224,2017,01
708,GLOBEXCORPORATION,DK,video,2453,2017,01
709,GLOBEXCORPORATION,DK,article,522,2017,02
710,GLOBEXCORPORATION,DK,author,1,2017,02
711,GLOBEXCORPORATION,DK,edition,258,2017,02
712,GLOBEXCORPORATION,DK,link,21,2017,02
713,GLOBEXCORPORATION,DK,multimedia,74,2017,02
714,GLOBEXCORPORATION,DK,sound,1100,2017,02
715,GLOBEXCORPORATION,DK,video,1820,2017,02
716,GLOBEXCORPORATION,DK,article,607,2017,03
717,GLOBEXCORPORATION,DK,edition,324,2017,03
718,GLOBEXCORPORATION,DK,infographic,7,2017,03
719,GLOBEXCORPORATION,DK,link,23,2017,03
720,GLOBEXCORPORATION,DK,multimedia,137,2017,03
721,GLOBEXCORPORATION,DK,program,2,2017,03
722,GLOBEXCORPORATION,DK,sound,1218,2017,03
723,GLOBEXCORPORATION,DK,video,2291,2017,03
724,GLOBEXCORPORATION,DK,article,562,2017,04
725,GLOBEXCORPORATION,DK,edition,255,2017,04
726,GLOBEXCORPORATION,DK,link,35,2017,04
727,GLOBEXCORPORATION,DK,multimedia,130,2017,04
728,GLOBEXCORPORATION,DK,program,2,2017,04
729,GLOBEXCORPORATION,DK,sound,1172,2017,04
730,GLOBEXCORPORATION,DK,video,2461,2017,04
731,GLOBEXCORPORATION,DK,article,595,2017,05
732,GLOBEXCORPORATION,DK,author,1,2017,05
733,GLOBEXCORPORATION,DK,edition,292,2017,05
734,GLOBEXCORPORATION,DK,link,35,2017,05
735,GLOBEXCORPORATION,DK,multimedia,229,2017,05
736,GLOBEXCORPORATION,DK,sound,1232,2017,05
737,GLOBEXCORPORATION,DK,video,2432,2017,05
738,GLOBEXCORPORATION,DK,wire,1040,2017,05
739,GLOBEXCORPORATION,DK,article,590,2017,06
740,GLOBEXCORPORATION,DK,author,1,2017,06
741,GLOBEXCORPORATION,DK,edition,267,2017,06
742,GLOBEXCORPORATION,DK,link,36,2017,06
743,GLOBEXCORPORATION,DK,multimedia,103,2017,06
744,GLOBEXCORPORATION,DK,sound,1184,2017,06
745,GLOBEXCORPORATION,DK,video,2339,2017,06
746,GLOBEXCORPORATION,DK,wire,2021,2017,06
747,GLOBEXCORPORATION,DK,article,560,2017,07
748,GLOBEXCORPORATION,DK,author,4,2017,07
749,GLOBEXCORPORATION,DK,edition,218,2017,07
750,GLOBEXCORPORATION,DK,link,42,2017,07
751,GLOBEXCORPORATION,DK,multimedia,135,2017,07
752,GLOBEXCORPORATION,DK,sound,1214,2017,07
753,GLOBEXCORPORATION,DK,video,2176,2017,07
754,GLOBEXCORPORATION,DK,wire,1998,2017,07
755,GLOBEXCORPORATION,DK,article,580,2017,08
756,GLOBEXCORPORATION,DK,author,1,2017,08
757,GLOBEXCORPORATION,DK,edition,204,2017,08
758,GLOBEXCORPORATION,DK,link,39,2017,08
759,GLOBEXCORPORATION,DK,multimedia,133,2017,08
760,GLOBEXCORPORATION,DK,sound,1208,2017,08
761,GLOBEXCORPORATION,DK,video,2279,2017,08
762,GLOBEXCORPORATION,DK,wire,686,2017,08
763,GLOBEXCORPORATION,DK,article,529,2017,09
764,GLOBEXCORPORATION,DK,author,1,2017,09
765,GLOBEXCORPORATION,DK,edition,248,2017,09
766,GLOBEXCORPORATION,DK,infographic,1,2017,09
767,GLOBEXCORPORATION,DK,link,30,2017,09
768,GLOBEXCORPORATION,DK,multimedia,156,2017,09
769,GLOBEXCORPORATION,DK,sound,1179,2017,09
770,GLOBEXCORPORATION,DK,video,2219,2017,09
771,GLOBEXCORPORATION,DK,wire,2086,2017,09
772,GLOBEXCORPORATION,DK,article,546,2017,10
773,GLOBEXCORPORATION,DK,author,5,2017,10
774,GLOBEXCORPORATION,DK,edition,242,2017,10
775,GLOBEXCORPORATION,DK,link,35,2017,10
776,GLOBEXCORPORATION,DK,multimedia,173,2017,10
777,GLOBEXCORPORATION,DK,sound,1228,2017,10
778,GLOBEXCORPORATION,DK,video,2472,2017,10
779,GLOBEXCORPORATION,DK,wire,2265,2017,10
780,GLOBEXCORPORATION,DK,article,494,2017,11
781,GLOBEXCORPORATION,DK,edition,271,2017,11
782,GLOBEXCORPORATION,DK,link,28,2017,11
783,GLOBEXCORPORATION,DK,multimedia,174,2017,11
784,GLOBEXCORPORATION,DK,parameter,2,2017,11
785,GLOBEXCORPORATION,DK,sound,468,2017,11
786,GLOBEXCORPORATION,DK,video,2345,2017,11
787,GLOBEXCORPORATION,DK,wire,2150,2017,11
788,GLOBEXCORPORATION,DK,article,522,2017,12
789,GLOBEXCORPORATION,DK,author,3,2017,12
790,GLOBEXCORPORATION,DK,edition,200,2017,12
791,GLOBEXCORPORATION,DK,infographic,2,2017,12
792,GLOBEXCORPORATION,DK,link,19,2017,12
793,GLOBEXCORPORATION,DK,multimedia,222,2017,12
794,GLOBEXCORPORATION,DK,video,1897,2017,12
795,GLOBEXCORPORATION,DK,wire,1999,2017,12
796,GLOBEXCORPORATION,DK,article,471,2018,01
797,GLOBEXCORPORATION,DK,author,2,2018,01
798,GLOBEXCORPORATION,DK,edition,246,2018,01
799,GLOBEXCORPORATION,DK,link,38,2018,01
800,GLOBEXCORPORATION,DK,multimedia,242,2018,01
801,GLOBEXCORPORATION,DK,video,2413,2018,01
802,GLOBEXCORPORATION,DK,wire,2174,2018,01
803,GLOBEXCORPORATION,DK,article,446,2018,02
804,GLOBEXCORPORATION,DK,author,136,2018,02
805,GLOBEXCORPORATION,DK,edition,279,2018,02
806,GLOBEXCORPORATION,DK,infographic,1,2018,02
807,GLOBEXCORPORATION,DK,link,38,2018,02
808,GLOBEXCORPORATION,DK,multimedia,190,2018,02
809,GLOBEXCORPORATION,DK,sound,3,2018,02
810,GLOBEXCORPORATION,DK,video,2293,2018,02
811,GLOBEXCORPORATION,DK,wire,2014,2018,02
812,GLOBEXCORPORATION,DK,article,500,2018,03
813,GLOBEXCORPORATION,DK,author,5,2018,03
814,GLOBEXCORPORATION,DK,edition,289,2018,03
815,GLOBEXCORPORATION,DK,link,33,2018,03
816,GLOBEXCORPORATION,DK,multimedia,160,2018,03
817,GLOBEXCORPORATION,DK,slideshow,1,2018,03
818,GLOBEXCORPORATION,DK,sound,1,2018,03
819,GLOBEXCORPORATION,DK,video,2489,2018,03
820,GLOBEXCORPORATION,DK,wire,2011,2018,03
821,GLOBEXCORPORATION,DK,article,524,2018,04
822,GLOBEXCORPORATION,DK,author,3,2018,04
823,GLOBEXCORPORATION,DK,edition,262,2018,04
824,GLOBEXCORPORATION,DK,link,32,2018,04
825,GLOBEXCORPORATION,DK,multimedia,205,2018,04
826,GLOBEXCORPORATION,DK,video,2572,2018,04
827,GLOBEXCORPORATION,DK,wire,1946,2018,04
828,GLOBEXCORPORATION,DK,article,489,2018,05
829,GLOBEXCORPORATION,DK,author,1,2018,05
830,GLOBEXCORPORATION,DK,edition,304,2018,05
831,GLOBEXCORPORATION,DK,infographic,9,2018,05
832,GLOBEXCORPORATION,DK,link,39,2018,05
833,GLOBEXCORPORATION,DK,multimedia,263,2018,05
834,GLOBEXCORPORATION,DK,slideshow,11,2018,05
835,GLOBEXCORPORATION,DK,sound,2,2018,05
836,GLOBEXCORPORATION,DK,video,2573,2018,05
837,GLOBEXCORPORATION,DK,wire,2057,2018,05
838,GLOBEXCORPORATION,DK,article,540,2018,06
839,GLOBEXCORPORATION,DK,author,1,2018,06
840,GLOBEXCORPORATION,DK,edition,266,2018,06
841,GLOBEXCORPORATION,DK,link,43,2018,06
842,GLOBEXCORPORATION,DK,multimedia,214,2018,06
843,GLOBEXCORPORATION,DK,slideshow,3,2018,06
844,GLOBEXCORPORATION,DK,sound,1,2018,06
845,GLOBEXCORPORATION,DK,video,2483,2018,06
846,GLOBEXCORPORATION,DK,wire,2269,2018,06
847,GLOBEXCORPORATION,DK,article,504,2018,07
848,GLOBEXCORPORATION,DK,author,1,2018,07
849,GLOBEXCORPORATION,DK,edition,263,2018,07
850,GLOBEXCORPORATION,DK,infographic,5,2018,07
851,GLOBEXCORPORATION,DK,link,35,2018,07
852,GLOBEXCORPORATION,DK,multimedia,179,2018,07
853,GLOBEXCORPORATION,DK,slideshow,2,2018,07
854,GLOBEXCORPORATION,DK,video,2444,2018,07
855,GLOBEXCORPORATION,DK,wire,2021,2018,07
856,GLOBEXCORPORATION,DK,article,488,2018,08
857,GLOBEXCORPORATION,DK,edition,140,2018,08
858,GLOBEXCORPORATION,DK,infographic,1,2018,08
859,GLOBEXCORPORATION,DK,link,36,2018,08
860,GLOBEXCORPORATION,DK,multimedia,176,2018,08
861,GLOBEXCORPORATION,DK,parameter,1,2018,08
862,GLOBEXCORPORATION,DK,slideshow,2,2018,08
863,GLOBEXCORPORATION,DK,video,2155,2018,08
864,GLOBEXCORPORATION,DK,wire,1902,2018,08
865,GLOBEXCORPORATION,DK,article,504,2018,09
866,GLOBEXCORPORATION,DK,edition,267,2018,09
867,GLOBEXCORPORATION,DK,link,39,2018,09
868,GLOBEXCORPORATION,DK,multimedia,143,2018,09
869,GLOBEXCORPORATION,DK,program,1,2018,09
870,GLOBEXCORPORATION,DK,slideshow,5,2018,09
871,GLOBEXCORPORATION,DK,sound,609,2018,09
872,GLOBEXCORPORATION,DK,video,2482,2018,09
873,GLOBEXCORPORATION,DK,wire,1935,2018,09
874,GLOBEXCORPORATION,DK,article,463,2018,10
875,GLOBEXCORPORATION,DK,edition,333,2018,10
876,GLOBEXCORPORATION,DK,link,41,2018,10
877,GLOBEXCORPORATION,DK,multimedia,175,2018,10
878,GLOBEXCORPORATION,DK,parameter,15,2018,10
879,GLOBEXCORPORATION,DK,slideshow,1,2018,10
880,GLOBEXCORPORATION,DK,sound,2,2018,10
881,GLOBEXCORPORATION,DK,video,2808,2018,10
882,GLOBEXCORPORATION,DK,wire,1801,2018,10
883,GLOBEXCORPORATION,DK,article,483,2018,11
884,GLOBEXCORPORATION,DK,edition,298,2018,11
885,GLOBEXCORPORATION,DK,link,31,2018,11
886,GLOBEXCORPORATION,DK,multimedia,129,2018,11
887,GLOBEXCORPORATION,DK,parameter,2,2018,11
888,GLOBEXCORPORATION,DK,video,2858,2018,11
889,GLOBEXCORPORATION,DK,wire,1850,2018,11
890,GLOBEXCORPORATION,DK,article,423,2018,12
891,GLOBEXCORPORATION,DK,author,1,2018,12
892,GLOBEXCORPORATION,DK,edition,225,2018,12
893,GLOBEXCORPORATION,DK,frontpage,1,2018,12
894,GLOBEXCORPORATION,DK,link,35,2018,12
895,GLOBEXCORPORATION,DK,multimedia,139,2018,12
896,GLOBEXCORPORATION,DK,slideshow,4,2018,12
897,GLOBEXCORPORATION,DK,video,2616,2018,12
898,GLOBEXCORPORATION,DK,wire,1788,2018,12
899,GLOBEXCORPORATION,DK,article,487,2019,01
900,GLOBEXCORPORATION,DK,author,111,2019,01
901,GLOBEXCORPORATION,DK,edition,271,2019,01
902,GLOBEXCORPORATION,DK,frontpage,1,2019,01
903,GLOBEXCORPORATION,DK,link,17,2019,01
904,GLOBEXCORPORATION,DK,multimedia,216,2019,01
905,GLOBEXCORPORATION,DK,program,3,2019,01
906,GLOBEXCORPORATION,DK,sound,1,2019,01
907,GLOBEXCORPORATION,DK,video,2619,2019,01
908,GLOBEXCORPORATION,DK,wire,2027,2019,01
909,GLOBEXCORPORATION,DK,article,405,2019,02
910,GLOBEXCORPORATION,DK,author,2,2019,02
911,GLOBEXCORPORATION,DK,edition,285,2019,02
912,GLOBEXCORPORATION,DK,infographic,1,2019,02
913,GLOBEXCORPORATION,DK,link,17,2019,02
914,GLOBEXCORPORATION,DK,multimedia,165,2019,02
915,GLOBEXCORPORATION,DK,video,2488,2019,02
916,GLOBEXCORPORATION,DK,wire,1784,2019,02
917,GLOBEXCORPORATION,DK,article,530,2019,03
918,GLOBEXCORPORATION,DK,edition,304,2019,03
919,GLOBEXCORPORATION,DK,infographic,2,2019,03
920,GLOBEXCORPORATION,DK,link,17,2019,03
921,GLOBEXCORPORATION,DK,multimedia,234,2019,03
922,GLOBEXCORPORATION,DK,slideshow,1,2019,03
923,GLOBEXCORPORATION,DK,sound,2,2019,03
924,GLOBEXCORPORATION,DK,video,2927,2019,03
925,GLOBEXCORPORATION,DK,wire,1874,2019,03
926,GLOBEXCORPORATION,DK,article,468,2019,04
927,GLOBEXCORPORATION,DK,author,1,2019,04
928,GLOBEXCORPORATION,DK,edition,320,2019,04
929,GLOBEXCORPORATION,DK,link,17,2019,04
930,GLOBEXCORPORATION,DK,multimedia,186,2019,04
931,GLOBEXCORPORATION,DK,slideshow,3,2019,04
932,GLOBEXCORPORATION,DK,sound,2,2019,04
933,GLOBEXCORPORATION,DK,video,2737,2019,04
934,GLOBEXCORPORATION,DK,wire,1754,2019,04
935,GLOBEXCORPORATION,DK,article,485,2019,05
936,GLOBEXCORPORATION,DK,edition,311,2019,05
937,GLOBEXCORPORATION,DK,frontpage,1,2019,05
938,GLOBEXCORPORATION,DK,infographic,1,2019,05
939,GLOBEXCORPORATION,DK,link,21,2019,05
940,GLOBEXCORPORATION,DK,multimedia,215,2019,05
941,GLOBEXCORPORATION,DK,parameter,2,2019,05
942,GLOBEXCORPORATION,DK,sound,1,2019,05
943,GLOBEXCORPORATION,DK,video,2708,2019,05
944,GLOBEXCORPORATION,DK,wire,2005,2019,05
945,GLOBEXCORPORATION,DK,article,456,2019,06
946,GLOBEXCORPORATION,DK,edition,275,2019,06
947,GLOBEXCORPORATION,DK,link,24,2019,06
948,GLOBEXCORPORATION,DK,multimedia,240,2019,06
949,GLOBEXCORPORATION,DK,sound,88,2019,06
950,GLOBEXCORPORATION,DK,video,2458,2019,06
951,GLOBEXCORPORATION,DK,wire,1781,2019,06
952,GLOBEXCORPORATION,DK,article,558,2019,07
953,GLOBEXCORPORATION,DK,edition,200,2019,07
954,GLOBEXCORPORATION,DK,link,33,2019,07
955,GLOBEXCORPORATION,DK,multimedia,274,2019,07
956,GLOBEXCORPORATION,DK,parameter,1,2019,07
957,GLOBEXCORPORATION,DK,slideshow,1,2019,07
958,GLOBEXCORPORATION,DK,video,2249,2019,07
959,GLOBEXCORPORATION,DK,wire,1772,2019,07
960,GLOBEXCORPORATION,DK,article,461,2019,08
961,GLOBEXCORPORATION,DK,edition,98,2019,08
962,GLOBEXCORPORATION,DK,infographic,1,2019,08
963,GLOBEXCORPORATION,DK,link,28,2019,08
964,GLOBEXCORPORATION,DK,multimedia,219,2019,08
965,GLOBEXCORPORATION,DK,video,1784,2019,08
966,GLOBEXCORPORATION,DK,wire,1700,2019,08
967,GLOBEXCORPORATION,DK,article,486,2019,09
968,GLOBEXCORPORATION,DK,author,3,2019,09
969,GLOBEXCORPORATION,DK,edition,247,2019,09
970,GLOBEXCORPORATION,DK,infographic,2,2019,09
971,GLOBEXCORPORATION,DK,link,30,2019,09
972,GLOBEXCORPORATION,DK,multimedia,191,2019,09
973,GLOBEXCORPORATION,DK,video,2505,2019,09
974,GLOBEXCORPORATION,DK,wire,1469,2019,09
975,GLOBEXCORPORATION,DK,article,516,2019,10
976,GLOBEXCORPORATION,DK,edition,294,2019,10
977,GLOBEXCORPORATION,DK,infographic,1,2019,10
978,GLOBEXCORPORATION,DK,link,22,2019,10
979,GLOBEXCORPORATION,DK,multimedia,277,2019,10
980,GLOBEXCORPORATION,DK,parameter,3,2019,10
981,GLOBEXCORPORATION,DK,video,2979,2019,10
982,GLOBEXCORPORATION,DK,wire,1693,2019,10
983,GLOBEXCORPORATION,DK,article,475,2019,11
984,GLOBEXCORPORATION,DK,edition,268,2019,11
985,GLOBEXCORPORATION,DK,link,30,2019,11
986,GLOBEXCORPORATION,DK,multimedia,210,2019,11
987,GLOBEXCORPORATION,DK,video,2683,2019,11
988,GLOBEXCORPORATION,DK,wire,1570,2019,11
989,GLOBEXCORPORATION,DK,article,534,2019,12
990,GLOBEXCORPORATION,DK,author,1,2019,12
991,GLOBEXCORPORATION,DK,edition,192,2019,12
992,GLOBEXCORPORATION,DK,infographic,1,2019,12
993,GLOBEXCORPORATION,DK,link,9,2019,12
994,GLOBEXCORPORATION,DK,multimedia,301,2019,12
995,GLOBEXCORPORATION,DK,video,2386,2019,12
996,GLOBEXCORPORATION,DK,wire,1515,2019,12
997,GLOBEXCORPORATION,DK,article,536,2020,01
