country,year,gender,age,suicides_no,population,suicides_100k_pop,HDI,gdp,gdp_per_capita,generation,iso,iso_alpha,region,sub_region
Estonia,2000,female,35-54 years,22,202765,10.85,0.78,5685774809,4262,Boomers,,EST,Europe,Northern Europe
Estonia,2000,female,15-24 years,6,97165,6.18,0.78,5685774809,4262,Generation X,,EST,Europe,Northern Europe
Estonia,2000,female,5-14 years,1,88530,1.13,0.78,5685774809,4262,Millenials,,EST,Europe,Northern Europe
Estonia,2000,male,5-14 years,0,94965,0.0,0.78,5685774809,4262,Millenials,,EST,Europe,Northern Europe
Estonia,2001,male,35-54 years,135,185880,72.63,0.7766011477761837,6245069734,4711,Boomers,,EST,Europe,Northern Europe
Estonia,2001,male,55-74 years,84,117120,71.72,0.7766011477761837,6245069734,4711,Silent,,EST,Europe,Northern Europe
Estonia,2001,male,75+ years,12,19975,60.08,0.7766011477761837,6245069734,4711,Silent,,EST,Europe,Northern Europe
Estonia,2001,male,25-34 years,44,97810,44.99,0.7766011477761837,6245069734,4711,Generation X,,EST,Europe,Northern Europe
Estonia,2001,female,75+ years,26,59580,43.64,0.7766011477761837,6245069734,4711,Silent,,EST,Europe,Northern Europe
Estonia,2001,male,15-24 years,36,102895,34.99,0.7766011477761837,6245069734,4711,Millenials,,EST,Europe,Northern Europe
Estonia,2001,female,55-74 years,22,171675,12.81,0.7766011477761837,6245069734,4711,Silent,,EST,Europe,Northern Europe
Estonia,2001,female,35-54 years,24,202560,11.85,0.7766011477761837,6245069734,4711,Boomers,,EST,Europe,Northern Europe
Estonia,2001,female,25-34 years,8,95505,8.38,0.7766011477761837,6245069734,4711,Generation X,,EST,Europe,Northern Europe
Estonia,2001,female,15-24 years,6,97020,6.18,0.7766011477761837,6245069734,4711,Millenials,,EST,Europe,Northern Europe
Estonia,2001,male,5-14 years,4,90730,4.41,0.7766011477761837,6245069734,4711,Millenials,,EST,Europe,Northern Europe
Estonia,2001,female,5-14 years,0,84860,0.0,0.7766011477761837,6245069734,4711,Millenials,,EST,Europe,Northern Europe
Estonia,2002,male,75+ years,17,21135,80.44,0.7766011477761837,7322069511,5561,Silent,,EST,Europe,Northern Europe
Estonia,2002,male,55-74 years,74,116560,63.49,0.7766011477761837,7322069511,5561,Silent,,EST,Europe,Northern Europe
Estonia,2002,male,35-54 years,117,184685,63.35,0.7766011477761837,7322069511,5561,Boomers,,EST,Europe,Northern Europe
Estonia,2002,male,25-34 years,53,98385,53.87,0.7766011477761837,7322069511,5561,Generation X,,EST,Europe,Northern Europe
Estonia,2002,male,15-24 years,34,102950,33.03,0.7766011477761837,7322069511,5561,Millenials,,EST,Europe,Northern Europe
Estonia,2002,female,75+ years,14,61415,22.8,0.7766011477761837,7322069511,5561,Silent,,EST,Europe,Northern Europe
Estonia,2002,female,35-54 years,28,201060,13.93,0.7766011477761837,7322069511,5561,Boomers,,EST,Europe,Northern Europe
Estonia,2002,female,55-74 years,19,170805,11.12,0.7766011477761837,7322069511,5561,Silent,,EST,Europe,Northern Europe
Estonia,2002,female,25-34 years,6,95715,6.27,0.7766011477761837,7322069511,5561,Generation X,,EST,Europe,Northern Europe
Estonia,2002,male,5-14 years,4,86140,4.64,0.7766011477761837,7322069511,5561,Millenials,,EST,Europe,Northern Europe
Estonia,2002,female,15-24 years,4,97020,4.12,0.7766011477761837,7322069511,5561,Millenials,,EST,Europe,Northern Europe
Estonia,2002,female,5-14 years,1,80820,1.24,0.7766011477761837,7322069511,5561,Millenials,,EST,Europe,Northern Europe
Estonia,2003,male,75+ years,19,22380,84.9,0.7766011477761837,9833870709,7523,Silent,,EST,Europe,Northern Europe
Estonia,2003,male,35-54 years,116,183410,63.25,0.7766011477761837,9833870709,7523,Boomers,,EST,Europe,Northern Europe
Estonia,2003,male,55-74 years,69,116230,59.37,0.7766011477761837,9833870709,7523,Silent,,EST,Europe,Northern Europe
Estonia,2003,male,25-34 years,38,98640,38.52,0.7766011477761837,9833870709,7523,Generation X,,EST,Europe,Northern Europe
Estonia,2003,male,15-24 years,31,103335,30.0,0.7766011477761837,9833870709,7523,Millenials,,EST,Europe,Northern Europe
Estonia,2003,female,75+ years,16,63315,25.27,0.7766011477761837,9833870709,7523,Silent,,EST,Europe,Northern Europe
Estonia,2003,female,35-54 years,21,199315,10.54,0.7766011477761837,9833870709,7523,Boomers,,EST,Europe,Northern Europe
Estonia,2003,female,55-74 years,17,170190,9.99,0.7766011477761837,9833870709,7523,Silent,,EST,Europe,Northern Europe
Estonia,2003,female,15-24 years,6,97400,6.16,0.7766011477761837,9833870709,7523,Millenials,,EST,Europe,Northern Europe
Estonia,2003,female,25-34 years,5,95605,5.23,0.7766011477761837,9833870709,7523,Generation X,,EST,Europe,Northern Europe
Estonia,2003,male,5-14 years,3,81105,3.7,0.7766011477761837,9833870709,7523,Millenials,,EST,Europe,Northern Europe
Estonia,2003,female,5-14 years,1,76235,1.31,0.7766011477761837,9833870709,7523,Millenials,,EST,Europe,Northern Europe
Estonia,2004,male,55-74 years,73,116415,62.71,0.7766011477761837,12059201242,9293,Silent,,EST,Europe,Northern Europe
Estonia,2004,male,35-54 years,104,182275,57.06,0.7766011477761837,12059201242,9293,Boomers,,EST,Europe,Northern Europe
Estonia,2004,male,75+ years,13,23510,55.3,0.7766011477761837,12059201242,9293,Silent,,EST,Europe,Northern Europe
Estonia,2004,male,25-34 years,43,98265,43.76,0.7766011477761837,12059201242,9293,Generation X,,EST,Europe,Northern Europe
Estonia,2004,male,15-24 years,31,103745,29.88,0.7766011477761837,12059201242,9293,Millenials,,EST,Europe,Northern Europe
Estonia,2004,female,75+ years,11,65370,16.83,0.7766011477761837,12059201242,9293,Silent,,EST,Europe,Northern Europe
Estonia,2004,female,55-74 years,22,170025,12.94,0.7766011477761837,12059201242,9293,Silent,,EST,Europe,Northern Europe
Estonia,2004,female,25-34 years,7,94990,7.37,0.7766011477761837,12059201242,9293,Generation X,,EST,Europe,Northern Europe
Estonia,2004,female,15-24 years,6,97765,6.14,0.7766011477761837,12059201242,9293,Millenials,,EST,Europe,Northern Europe
Estonia,2004,female,35-54 years,12,197475,6.08,0.7766011477761837,12059201242,9293,Boomers,,EST,Europe,Northern Europe
Estonia,2004,female,5-14 years,1,71710,1.39,0.7766011477761837,12059201242,9293,Millenials,,EST,Europe,Northern Europe
Estonia,2004,male,5-14 years,0,76105,0.0,0.7766011477761837,12059201242,9293,Millenials,,EST,Europe,Northern Europe
Estonia,2005,male,35-54 years,97,181315,53.5,0.824,14006088297,10870,Boomers,,EST,Europe,Northern Europe
Estonia,2005,male,75+ years,13,24740,52.55,0.824,14006088297,10870,Silent,,EST,Europe,Northern Europe
Estonia,2005,male,55-74 years,50,116665,42.86,0.824,14006088297,10870,Silent,,EST,Europe,Northern Europe
Estonia,2005,male,25-34 years,32,97650,32.77,0.824,14006088297,10870,Generation X,,EST,Europe,Northern Europe
Estonia,2005,male,15-24 years,27,103575,26.07,0.824,14006088297,10870,Millenials,,EST,Europe,Northern Europe
Estonia,2005,female,75+ years,15,67375,22.26,0.824,14006088297,10870,Silent,,EST,Europe,Northern Europe
Estonia,2005,female,55-74 years,18,170115,10.58,0.824,14006088297,10870,Silent,,EST,Europe,Northern Europe
Estonia,2005,female,35-54 years,12,195835,6.13,0.824,14006088297,10870,Boomers,,EST,Europe,Northern Europe
Estonia,2005,female,15-24 years,5,97515,5.13,0.824,14006088297,10870,Millenials,,EST,Europe,Northern Europe
Estonia,2005,female,25-34 years,3,93980,3.19,0.824,14006088297,10870,Generation X,,EST,Europe,Northern Europe
Estonia,2005,male,5-14 years,1,71890,1.39,0.824,14006088297,10870,Millenials,,EST,Europe,Northern Europe
Estonia,2005,female,5-14 years,0,67840,0.0,0.824,14006088297,10870,Millenials,,EST,Europe,Northern Europe
Estonia,2006,male,75+ years,14,25870,54.12,0.7766011477761837,16963625016,13264,Silent,,EST,Europe,Northern Europe
Estonia,2006,male,55-74 years,56,116790,47.95,0.7766011477761837,16963625016,13264,Silent,,EST,Europe,Northern Europe
Estonia,2006,male,35-54 years,73,180705,40.4,0.7766011477761837,16963625016,13264,Boomers,,EST,Europe,Northern Europe
Estonia,2006,female,75+ years,18,69410,25.93,0.7766011477761837,16963625016,13264,Silent,,EST,Europe,Northern Europe
Estonia,2006,male,15-24 years,26,102295,25.42,0.7766011477761837,16963625016,13264,Millenials,,EST,Europe,Northern Europe
Estonia,2006,male,25-34 years,21,96850,21.68,0.7766011477761837,16963625016,13264,Generation X,,EST,Europe,Northern Europe
Estonia,2006,female,55-74 years,17,170020,10.0,0.7766011477761837,16963625016,13264,Silent,,EST,Europe,Northern Europe
Estonia,2006,female,35-54 years,12,194260,6.18,0.7766011477761837,16963625016,13264,Boomers,,EST,Europe,Northern Europe
Estonia,2006,female,15-24 years,5,96385,5.19,0.7766011477761837,16963625016,13264,Millenials,,EST,Europe,Northern Europe
Estonia,2006,female,25-34 years,4,92765,4.31,0.7766011477761837,16963625016,13264,Generation X,,EST,Europe,Northern Europe
Estonia,2006,male,5-14 years,1,68740,1.45,0.7766011477761837,16963625016,13264,Millenials,,EST,Europe,Northern Europe
Estonia,2006,female,5-14 years,0,64825,0.0,0.7766011477761837,16963625016,13264,Millenials,,EST,Europe,Northern Europe
Estonia,2007,male,75+ years,21,26860,78.18,0.7766011477761837,22237061730,17504,Silent,,EST,Europe,Northern Europe
Estonia,2007,male,55-74 years,58,117125,49.52,0.7766011477761837,22237061730,17504,Silent,,EST,Europe,Northern Europe
Estonia,2007,male,25-34 years,39,96140,40.57,0.7766011477761837,22237061730,17504,Generation X,,EST,Europe,Northern Europe
Estonia,2007,male,35-54 years,66,180160,36.63,0.7766011477761837,22237061730,17504,Boomers,,EST,Europe,Northern Europe
Estonia,2007,male,15-24 years,21,100450,20.91,0.7766011477761837,22237061730,17504,Millenials,,EST,Europe,Northern Europe
Estonia,2007,female,75+ years,13,71525,18.18,0.7766011477761837,22237061730,17504,Silent,,EST,Europe,Northern Europe
Estonia,2007,female,55-74 years,17,170045,10.0,0.7766011477761837,22237061730,17504,Silent,,EST,Europe,Northern Europe
Estonia,2007,female,35-54 years,11,192585,5.71,0.7766011477761837,22237061730,17504,Boomers,,EST,Europe,Northern Europe
Estonia,2007,female,15-24 years,3,94785,3.17,0.7766011477761837,22237061730,17504,Millenials,,EST,Europe,Northern Europe
Estonia,2007,female,25-34 years,2,91870,2.18,0.7766011477761837,22237061730,17504,Generation X,,EST,Europe,Northern Europe
Estonia,2007,female,5-14 years,0,62580,0.0,0.7766011477761837,22237061730,17504,Generation Z,,EST,Europe,Northern Europe
Estonia,2007,male,5-14 years,0,66290,0.0,0.7766011477761837,22237061730,17504,Generation Z,,EST,Europe,Northern Europe
Estonia,2008,male,75+ years,18,27640,65.12,0.7766011477761837,24194039256,19141,Silent,,EST,Europe,Northern Europe
Estonia,2008,male,55-74 years,47,117750,39.92,0.7766011477761837,24194039256,19141,Silent,,EST,Europe,Northern Europe
Estonia,2008,male,35-54 years,71,179930,39.46,0.7766011477761837,24194039256,19141,Boomers,,EST,Europe,Northern Europe
Estonia,2008,male,15-24 years,29,98030,29.58,0.7766011477761837,24194039256,19141,Millenials,,EST,Europe,Northern Europe
Estonia,2008,male,25-34 years,23,95990,23.96,0.7766011477761837,24194039256,19141,Generation X,,EST,Europe,Northern Europe
Estonia,2008,female,75+ years,12,73185,16.4,0.7766011477761837,24194039256,19141,Silent,,EST,Europe,Northern Europe
Estonia,2008,female,55-74 years,15,170375,8.8,0.7766011477761837,24194039256,19141,Silent,,EST,Europe,Northern Europe
Estonia,2008,female,35-54 years,16,191130,8.37,0.7766011477761837,24194039256,19141,Boomers,,EST,Europe,Northern Europe
Estonia,2008,female,15-24 years,5,92410,5.41,0.7766011477761837,24194039256,19141,Millenials,,EST,Europe,Northern Europe
Estonia,2008,female,25-34 years,4,91600,4.37,0.7766011477761837,24194039256,19141,Generation X,,EST,Europe,Northern Europe
Estonia,2008,female,5-14 years,1,61285,1.63,0.7766011477761837,24194039256,19141,Generation Z,,EST,Europe,Northern Europe
Estonia,2008,male,5-14 years,1,64680,1.55,0.7766011477761837,24194039256,19141,Generation Z,,EST,Europe,Northern Europe
Estonia,2009,male,55-74 years,66,118960,55.48,0.7766011477761837,19652492637,15609,Silent,,EST,Europe,Northern Europe
Estonia,2009,male,35-54 years,88,179820,48.94,0.7766011477761837,19652492637,15609,Boomers,,EST,Europe,Northern Europe
Estonia,2009,male,75+ years,13,28150,46.18,0.7766011477761837,19652492637,15609,Silent,,EST,Europe,Northern Europe
Estonia,2009,male,25-34 years,30,96260,31.17,0.7766011477761837,19652492637,15609,Generation X,,EST,Europe,Northern Europe
Estonia,2009,male,15-24 years,23,94705,24.29,0.7766011477761837,19652492637,15609,Millenials,,EST,Europe,Northern Europe
Estonia,2009,female,75+ years,16,74300,21.53,0.7766011477761837,19652492637,15609,Silent,,EST,Europe,Northern Europe
Estonia,2009,female,55-74 years,14,171340,8.17,0.7766011477761837,19652492637,15609,Silent,,EST,Europe,Northern Europe
Estonia,2009,female,35-54 years,14,189570,7.39,0.7766011477761837,19652492637,15609,Boomers,,EST,Europe,Northern Europe
Estonia,2009,female,25-34 years,3,91560,3.28,0.7766011477761837,19652492637,15609,Generation X,,EST,Europe,Northern Europe
Estonia,2009,female,15-24 years,2,89195,2.24,0.7766011477761837,19652492637,15609,Millenials,,EST,Europe,Northern Europe
Estonia,2009,female,5-14 years,0,60910,0.0,0.7766011477761837,19652492637,15609,Generation Z,,EST,Europe,Northern Europe
Estonia,2009,male,5-14 years,0,64240,0.0,0.7766011477761837,19652492637,15609,Generation Z,,EST,Europe,Northern Europe
Estonia,2010,male,75+ years,18,28755,62.6,0.838,19490936349,15540,Silent,,EST,Europe,Northern Europe
Estonia,2010,male,55-74 years,54,120465,44.83,0.838,19490936349,15540,Silent,,EST,Europe,Northern Europe
Estonia,2010,male,35-54 years,61,179395,34.0,0.838,19490936349,15540,Generation X,,EST,Europe,Northern Europe
Estonia,2010,male,25-34 years,28,96230,29.1,0.838,19490936349,15540,Generation X,,EST,Europe,Northern Europe
Estonia,2010,male,15-24 years,20,91065,21.96,0.838,19490936349,15540,Millenials,,EST,Europe,Northern Europe
Estonia,2010,female,75+ years,12,75665,15.86,0.838,19490936349,15540,Silent,,EST,Europe,Northern Europe
Estonia,2010,female,55-74 years,14,172395,8.12,0.838,19490936349,15540,Silent,,EST,Europe,Northern Europe
Estonia,2010,female,25-34 years,5,91330,5.47,0.838,19490936349,15540,Generation X,,EST,Europe,Northern Europe
Estonia,2010,female,35-54 years,9,187560,4.8,0.838,19490936349,15540,Generation X,,EST,Europe,Northern Europe
Estonia,2010,female,15-24 years,2,85755,2.33,0.838,19490936349,15540,Millenials,,EST,Europe,Northern Europe
Estonia,2010,female,5-14 years,0,61030,0.0,0.838,19490936349,15540,Generation Z,,EST,Europe,Northern Europe
Estonia,2010,male,5-14 years,0,64580,0.0,0.838,19490936349,15540,Generation Z,,EST,Europe,Northern Europe
Estonia,2011,male,75+ years,21,29683,70.75,0.849,23170239901,18545,Silent,,EST,Europe,Northern Europe
Estonia,2011,male,55-74 years,57,121737,46.82,0.849,23170239901,18545,Boomers,,EST,Europe,Northern Europe
Estonia,2011,male,35-54 years,58,178933,32.41,0.849,23170239901,18545,Generation X,,EST,Europe,Northern Europe
Estonia,2011,male,25-34 years,23,95987,23.96,0.849,23170239901,18545,Millenials,,EST,Europe,Northern Europe
Estonia,2011,male,15-24 years,19,87167,21.8,0.849,23170239901,18545,Millenials,,EST,Europe,Northern Europe
Estonia,2011,female,75+ years,12,77543,15.48,0.849,23170239901,18545,Silent,,EST,Europe,Northern Europe
Estonia,2011,female,35-54 years,15,185535,8.08,0.849,23170239901,18545,Generation X,,EST,Europe,Northern Europe
Estonia,2011,female,55-74 years,9,172988,5.2,0.849,23170239901,18545,Boomers,,EST,Europe,Northern Europe
Estonia,2011,female,15-24 years,3,82075,3.66,0.849,23170239901,18545,Millenials,,EST,Europe,Northern Europe
Estonia,2011,female,25-34 years,1,90940,1.1,0.849,23170239901,18545,Millenials,,EST,Europe,Northern Europe
Estonia,2011,female,5-14 years,0,61510,0.0,0.849,23170239901,18545,Generation Z,,EST,Europe,Northern Europe
Estonia,2011,male,5-14 years,0,65329,0.0,0.849,23170239901,18545,Generation Z,,EST,Europe,Northern Europe
Estonia,2012,male,75+ years,20,30891,64.74,0.855,23043864510,18411,Silent,,EST,Europe,Northern Europe
Estonia,2012,male,55-74 years,59,122960,47.98,0.855,23043864510,18411,Boomers,,EST,Europe,Northern Europe
Estonia,2012,male,35-54 years,65,179456,36.22,0.855,23043864510,18411,Generation X,,EST,Europe,Northern Europe
Estonia,2012,male,25-34 years,30,96938,30.95,0.855,23043864510,18411,Millenials,,EST,Europe,Northern Europe
Estonia,2012,female,75+ years,18,80117,22.47,0.855,23043864510,18411,Silent,,EST,Europe,Northern Europe
Estonia,2012,male,15-24 years,14,83194,16.83,0.855,23043864510,18411,Millenials,,EST,Europe,Northern Europe
Estonia,2012,female,55-74 years,17,172977,9.83,0.855,23043864510,18411,Boomers,,EST,Europe,Northern Europe
Estonia,2012,female,35-54 years,7,184354,3.8,0.855,23043864510,18411,Generation X,,EST,Europe,Northern Europe
Estonia,2012,female,25-34 years,3,91727,3.27,0.855,23043864510,18411,Millenials,,EST,Europe,Northern Europe
Estonia,2012,male,5-14 years,2,67323,2.97,0.855,23043864510,18411,Generation Z,,EST,Europe,Northern Europe
Estonia,2012,female,15-24 years,2,78364,2.55,0.855,23043864510,18411,Millenials,,EST,Europe,Northern Europe
Estonia,2012,female,5-14 years,0,63330,0.0,0.855,23043864510,18411,Generation Z,,EST,Europe,Northern Europe
Estonia,2013,male,75+ years,23,32101,71.65,0.859,25137153149,20221,Silent,,EST,Europe,Northern Europe
Estonia,2013,male,55-74 years,58,123698,46.89,0.859,25137153149,20221,Boomers,,EST,Europe,Northern Europe
Estonia,2013,male,35-54 years,52,178072,29.2,0.859,25137153149,20221,Generation X,,EST,Europe,Northern Europe
Estonia,2013,male,25-34 years,22,96869,22.71,0.859,25137153149,20221,Millenials,,EST,Europe,Northern Europe
Estonia,2013,female,75+ years,18,82614,21.79,0.859,25137153149,20221,Silent,,EST,Europe,Northern Europe
Estonia,2013,male,15-24 years,15,78163,19.19,0.859,25137153149,20221,Millenials,,EST,Europe,Northern Europe
Estonia,2013,female,35-54 years,13,181855,7.15,0.859,25137153149,20221,Generation X,,EST,Europe,Northern Europe
Estonia,2013,female,55-74 years,12,172334,6.96,0.859,25137153149,20221,Boomers,,EST,Europe,Northern Europe
Estonia,2013,female,15-24 years,2,73430,2.72,0.859,25137153149,20221,Millenials,,EST,Europe,Northern Europe
Estonia,2013,female,25-34 years,2,91438,2.19,0.859,25137153149,20221,Millenials,,EST,Europe,Northern Europe
Estonia,2013,male,5-14 years,1,68210,1.47,0.859,25137153149,20221,Generation Z,,EST,Europe,Northern Europe
Estonia,2013,female,5-14 years,0,64312,0.0,0.859,25137153149,20221,Generation Z,,EST,Europe,Northern Europe
Estonia,2014,male,75+ years,26,33259,78.17,0.861,26224622451,21117,Silent,,EST,Europe,Northern Europe
Estonia,2014,male,55-74 years,50,124940,40.02,0.861,26224622451,21117,Boomers,,EST,Europe,Northern Europe
Estonia,2014,male,25-34 years,39,97957,39.81,0.861,26224622451,21117,Millenials,,EST,Europe,Northern Europe
Estonia,2014,male,35-54 years,57,177676,32.08,0.861,26224622451,21117,Generation X,,EST,Europe,Northern Europe
Estonia,2014,male,15-24 years,19,73521,25.84,0.861,26224622451,21117,Millenials,,EST,Europe,Northern Europe
Estonia,2014,female,75+ years,13,84886,15.31,0.861,26224622451,21117,Silent,,EST,Europe,Northern Europe
Estonia,2014,female,35-54 years,16,180093,8.88,0.861,26224622451,21117,Generation X,,EST,Europe,Northern Europe
Estonia,2014,female,25-34 years,8,92159,8.68,0.861,26224622451,21117,Millenials,,EST,Europe,Northern Europe
Estonia,2014,female,55-74 years,10,172116,5.81,0.861,26224622451,21117,Boomers,,EST,Europe,Northern Europe
Estonia,2014,male,5-14 years,2,69999,2.86,0.861,26224622451,21117,Generation Z,,EST,Europe,Northern Europe
Estonia,2014,female,15-24 years,1,69127,1.45,0.861,26224622451,21117,Millenials,,EST,Europe,Northern Europe
Estonia,2014,female,5-14 years,0,66119,0.0,0.861,26224622451,21117,Generation Z,,EST,Europe,Northern Europe
Estonia,2015,male,75+ years,20,34253,58.39,0.7766011477761837,22566956982,18149,Silent,,EST,Europe,Northern Europe
Estonia,2015,male,55-74 years,44,126556,34.77,0.7766011477761837,22566956982,18149,Boomers,,EST,Europe,Northern Europe
Estonia,2015,male,15-24 years,21,70165,29.93,0.7766011477761837,22566956982,18149,Millenials,,EST,Europe,Northern Europe
Estonia,2015,male,35-54 years,48,177053,27.11,0.7766011477761837,22566956982,18149,Generation X,,EST,Europe,Northern Europe
Estonia,2015,male,25-34 years,25,99448,25.14,0.7766011477761837,22566956982,18149,Millenials,,EST,Europe,Northern Europe
Estonia,2015,female,75+ years,9,86804,10.37,0.7766011477761837,22566956982,18149,Silent,,EST,Europe,Northern Europe
Estonia,2015,female,55-74 years,12,172429,6.96,0.7766011477761837,22566956982,18149,Boomers,,EST,Europe,Northern Europe
Estonia,2015,female,35-54 years,11,178380,6.17,0.7766011477761837,22566956982,18149,Generation X,,EST,Europe,Northern Europe
Estonia,2015,female,25-34 years,2,92783,2.16,0.7766011477761837,22566956982,18149,Millenials,,EST,Europe,Northern Europe
Estonia,2015,female,15-24 years,1,66216,1.51,0.7766011477761837,22566956982,18149,Millenials,,EST,Europe,Northern Europe
Estonia,2015,female,5-14 years,1,67802,1.47,0.7766011477761837,22566956982,18149,Generation Z,,EST,Europe,Northern Europe
Estonia,2015,male,5-14 years,1,71561,1.4,0.7766011477761837,22566956982,18149,Generation Z,,EST,Europe,Northern Europe
Fiji,2001,male,55-74 years,4,31764,12.59,0.7766011477761837,1660102346,2307,Silent,,FJI,Oceania,Melanesia
Fiji,2001,male,35-54 years,10,90519,11.05,0.7766011477761837,1660102346,2307,Boomers,,FJI,Oceania,Melanesia
Fiji,2001,male,15-24 years,8,85026,9.41,0.7766011477761837,1660102346,2307,Millenials,,FJI,Oceania,Melanesia
Fiji,2001,male,25-34 years,5,60698,8.24,0.7766011477761837,1660102346,2307,Generation X,,FJI,Oceania,Melanesia
Fiji,2001,female,15-24 years,5,80653,6.2,0.7766011477761837,1660102346,2307,Millenials,,FJI,Oceania,Melanesia
Fiji,2001,female,25-34 years,2,58030,3.45,0.7766011477761837,1660102346,2307,Generation X,,FJI,Oceania,Melanesia
Fiji,2001,female,55-74 years,1,34038,2.94,0.7766011477761837,1660102346,2307,Silent,,FJI,Oceania,Melanesia
Fiji,2001,male,5-14 years,1,93629,1.07,0.7766011477761837,1660102346,2307,Millenials,,FJI,Oceania,Melanesia
Fiji,2001,female,35-54 years,0,89055,0.0,0.7766011477761837,1660102346,2307,Boomers,,FJI,Oceania,Melanesia
Fiji,2001,female,5-14 years,0,88212,0.0,0.7766011477761837,1660102346,2307,Millenials,,FJI,Oceania,Melanesia
Fiji,2001,female,75+ years,0,4489,0.0,0.7766011477761837,1660102346,2307,Silent,,FJI,Oceania,Melanesia
Fiji,2001,male,75+ years,0,3346,0.0,0.7766011477761837,1660102346,2307,Silent,,FJI,Oceania,Melanesia
Fiji,2002,male,75+ years,1,3507,28.51,0.7766011477761837,1842691481,2548,Silent,,FJI,Oceania,Melanesia
Fiji,2002,female,75+ years,1,4593,21.77,0.7766011477761837,1842691481,2548,Silent,,FJI,Oceania,Melanesia
Fiji,2002,male,55-74 years,5,33136,15.09,0.7766011477761837,1842691481,2548,Silent,,FJI,Oceania,Melanesia
Fiji,2002,male,15-24 years,9,84154,10.69,0.7766011477761837,1842691481,2548,Millenials,,FJI,Oceania,Melanesia
Fiji,2002,female,25-34 years,5,58817,8.5,0.7766011477761837,1842691481,2548,Generation X,,FJI,Oceania,Melanesia
Fiji,2002,female,15-24 years,6,79795,7.52,0.7766011477761837,1842691481,2548,Millenials,,FJI,Oceania,Melanesia
Fiji,2002,male,25-34 years,4,61525,6.5,0.7766011477761837,1842691481,2548,Generation X,,FJI,Oceania,Melanesia
Fiji,2002,male,35-54 years,5,93636,5.34,0.7766011477761837,1842691481,2548,Boomers,,FJI,Oceania,Melanesia
Fiji,2002,female,35-54 years,3,91724,3.27,0.7766011477761837,1842691481,2548,Boomers,,FJI,Oceania,Melanesia
Fiji,2002,male,5-14 years,2,91230,2.19,0.7766011477761837,1842691481,2548,Millenials,,FJI,Oceania,Melanesia
Fiji,2002,female,5-14 years,1,85867,1.16,0.7766011477761837,1842691481,2548,Millenials,,FJI,Oceania,Melanesia
Fiji,2002,female,55-74 years,0,35203,0.0,0.7766011477761837,1842691481,2548,Silent,,FJI,Oceania,Melanesia
Fiji,2003,male,55-74 years,2,34619,5.78,0.7766011477761837,2315935753,3192,Silent,,FJI,Oceania,Melanesia
Fiji,2003,male,15-24 years,3,82852,3.62,0.7766011477761837,2315935753,3192,Millenials,,FJI,Oceania,Melanesia
Fiji,2003,female,25-34 years,2,59592,3.36,0.7766011477761837,2315935753,3192,Generation X,,FJI,Oceania,Melanesia
Fiji,2003,female,15-24 years,1,78498,1.27,0.7766011477761837,2315935753,3192,Millenials,,FJI,Oceania,Melanesia
Fiji,2003,female,35-54 years,1,94332,1.06,0.7766011477761837,2315935753,3192,Boomers,,FJI,Oceania,Melanesia
Fiji,2003,male,35-54 years,1,96710,1.03,0.7766011477761837,2315935753,3192,Boomers,,FJI,Oceania,Melanesia
Fiji,2003,female,5-14 years,0,83271,0.0,0.7766011477761837,2315935753,3192,Millenials,,FJI,Oceania,Melanesia
Fiji,2003,female,55-74 years,0,36443,0.0,0.7766011477761837,2315935753,3192,Silent,,FJI,Oceania,Melanesia
Fiji,2003,female,75+ years,0,4675,0.0,0.7766011477761837,2315935753,3192,Silent,,FJI,Oceania,Melanesia
Fiji,2003,male,25-34 years,0,62295,0.0,0.7766011477761837,2315935753,3192,Generation X,,FJI,Oceania,Melanesia
Fiji,2003,male,5-14 years,0,88650,0.0,0.7766011477761837,2315935753,3192,Millenials,,FJI,Oceania,Melanesia
Fiji,2003,male,75+ years,0,3654,0.0,0.7766011477761837,2315935753,3192,Silent,,FJI,Oceania,Melanesia
Fiji,2004,male,75+ years,2,3777,52.95,0.7766011477761837,2727507213,3744,Silent,,FJI,Oceania,Melanesia
Fiji,2004,male,55-74 years,5,36303,13.77,0.7766011477761837,2727507213,3744,Silent,,FJI,Oceania,Melanesia
Fiji,2004,male,25-34 years,4,63091,6.34,0.7766011477761837,2727507213,3744,Generation X,,FJI,Oceania,Melanesia
Fiji,2004,female,15-24 years,4,77085,5.19,0.7766011477761837,2727507213,3744,Millenials,,FJI,Oceania,Melanesia
Fiji,2004,male,15-24 years,3,81425,3.68,0.7766011477761837,2727507213,3744,Millenials,,FJI,Oceania,Melanesia
Fiji,2004,female,55-74 years,1,37837,2.64,0.7766011477761837,2727507213,3744,Silent,,FJI,Oceania,Melanesia
Fiji,2004,male,35-54 years,2,99930,2.0,0.7766011477761837,2727507213,3744,Boomers,,FJI,Oceania,Melanesia
Fiji,2004,female,25-34 years,1,60430,1.65,0.7766011477761837,2727507213,3744,Generation X,,FJI,Oceania,Melanesia
Fiji,2004,female,5-14 years,1,80606,1.24,0.7766011477761837,2727507213,3744,Millenials,,FJI,Oceania,Melanesia
Fiji,2004,female,35-54 years,1,97123,1.03,0.7766011477761837,2727507213,3744,Boomers,,FJI,Oceania,Melanesia
Fiji,2004,female,75+ years,0,4752,0.0,0.7766011477761837,2727507213,3744,Silent,,FJI,Oceania,Melanesia
